Park,Point transect,Point transect identification,Ecoregion,Universal Transverse Mercator Zone,Easting coordinate,Northing coordinate,Elevation,Date and Time,Temperature,Sky condition,Wind speed (km/h),Duration of survey (min),Species
JNP,Sulphur Creek,9,Lower Subalpine,11N,450673,5884516,1542,2015-06-18 8:54,8.2,clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2014-06-13 5:02,10.5,overcast,1.2,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2015-06-11 4:50,8.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2016-06-22 4:47,8.4,overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2007-07-01 5:48,5.3,Scattered,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2013-06-13 5:00,0.9,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2017-06-16 5:00,13.7,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2009-06-18 4:45,11,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2011-06-15 4:20,9.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2010-06-17 4:48,7.8,Overcast,1,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2008-06-16 4:43,12.8,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2014-06-13 5:02,10.5,overcast,1.2,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2015-06-11 4:50,8.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2016-06-22 4:47,8.4,overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2007-07-01 5:48,5.3,Scattered,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2013-06-13 5:00,0.9,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2017-06-16 5:00,13.7,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2009-06-18 4:45,11,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2011-06-15 4:20,9.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2010-06-17 4:48,7.8,Overcast,1,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2008-06-16 4:43,12.8,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2014-06-13 5:02,10.5,overcast,1.2,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2015-06-11 4:50,8.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2016-06-22 4:47,8.4,overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2007-07-01 5:48,5.3,Scattered,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2013-06-13 5:00,0.9,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2017-06-16 5:00,13.7,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2009-06-18 4:45,11,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2011-06-15 4:20,9.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2010-06-17 4:48,7.8,Overcast,1,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2008-06-16 4:43,12.8,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2014-06-13 5:02,10.5,overcast,1.2,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2015-06-11 4:50,8.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2016-06-22 4:47,8.4,overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2007-07-01 5:48,5.3,Scattered,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2013-06-13 5:00,0.9,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2017-06-16 5:00,13.7,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2009-06-18 4:45,11,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2011-06-15 4:20,9.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2010-06-17 4:48,7.8,Overcast,1,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2008-06-16 4:43,12.8,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2014-06-13 5:02,10.5,overcast,1.2,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2015-06-11 4:50,8.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2016-06-22 4:47,8.4,overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2007-07-01 5:48,5.3,Scattered,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2013-06-13 5:00,0.9,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2017-06-16 5:00,13.7,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2009-06-18 4:45,11,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2011-06-15 4:20,9.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2010-06-17 4:48,7.8,Overcast,1,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2008-06-16 4:43,12.8,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2014-06-13 5:02,10.5,overcast,1.2,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2015-06-11 4:50,8.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2016-06-22 4:47,8.4,overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2007-07-01 5:48,5.3,Scattered,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2013-06-13 5:00,0.9,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2017-06-16 5:00,13.7,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2009-06-18 4:45,11,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2011-06-15 4:20,9.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2010-06-17 4:48,7.8,Overcast,1,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2008-06-16 4:43,12.8,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2014-06-13 5:02,10.5,overcast,1.2,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2015-06-11 4:50,8.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2016-06-22 4:47,8.4,overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2007-07-01 5:48,5.3,Scattered,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2013-06-13 5:00,0.9,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2017-06-16 5:00,13.7,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2009-06-18 4:45,11,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2011-06-15 4:20,9.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2010-06-17 4:48,7.8,Overcast,1,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2008-06-16 4:43,12.8,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2014-06-13 5:02,10.5,overcast,1.2,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2015-06-11 4:50,8.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2016-06-22 4:47,8.4,overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2007-07-01 5:48,5.3,Scattered,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2013-06-13 5:00,0.9,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2017-06-16 5:00,13.7,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2009-06-18 4:45,11,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2011-06-15 4:20,9.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2010-06-17 4:48,7.8,Overcast,1,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2008-06-16 4:43,12.8,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2014-06-13 5:02,10.5,overcast,1.2,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2015-06-11 4:50,8.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2016-06-22 4:47,8.4,overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2007-07-01 5:48,5.3,Scattered,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2013-06-13 5:00,0.9,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2017-06-16 5:00,13.7,Overcast,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2009-06-18 4:45,11,Clear,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2011-06-15 4:20,9.7,broken,0,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2010-06-17 4:48,7.8,Overcast,1,10,
JNP,Sunwapta Falls,1,Lower Subalpine,11N,456554,5820093,1401,2008-06-16 4:43,12.8,Overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2011-06-15 7:40,13.4,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2009-06-18 8:11,7.6,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2017-06-16 8:36,9,Broken,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2007-07-01 9:40,14.4,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2008-06-16 8:32,7.3,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2010-06-17 8:15,10.5,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2014-06-13 8:25,10.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2015-06-11 8:35,12.7,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2013-06-13 8:35,2.6,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2016-06-22 8:25,11.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2011-06-15 7:40,13.4,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2009-06-18 8:11,7.6,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2017-06-16 8:36,9,Broken,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2007-07-01 9:40,14.4,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2008-06-16 8:32,7.3,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2010-06-17 8:15,10.5,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2014-06-13 8:25,10.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2015-06-11 8:35,12.7,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2013-06-13 8:35,2.6,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2016-06-22 8:25,11.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2011-06-15 7:40,13.4,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2009-06-18 8:11,7.6,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2017-06-16 8:36,9,Broken,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2007-07-01 9:40,14.4,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2008-06-16 8:32,7.3,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2010-06-17 8:15,10.5,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2014-06-13 8:25,10.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2015-06-11 8:35,12.7,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2013-06-13 8:35,2.6,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2016-06-22 8:25,11.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2011-06-15 7:40,13.4,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2009-06-18 8:11,7.6,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2017-06-16 8:36,9,Broken,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2007-07-01 9:40,14.4,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2008-06-16 8:32,7.3,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2010-06-17 8:15,10.5,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2014-06-13 8:25,10.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2015-06-11 8:35,12.7,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2013-06-13 8:35,2.6,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2016-06-22 8:25,11.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2011-06-15 7:40,13.4,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2009-06-18 8:11,7.6,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2017-06-16 8:36,9,Broken,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2007-07-01 9:40,14.4,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2008-06-16 8:32,7.3,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2010-06-17 8:15,10.5,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2014-06-13 8:25,10.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2015-06-11 8:35,12.7,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2013-06-13 8:35,2.6,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2016-06-22 8:25,11.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2011-06-15 7:40,13.4,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2009-06-18 8:11,7.6,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2017-06-16 8:36,9,Broken,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2007-07-01 9:40,14.4,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2008-06-16 8:32,7.3,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2010-06-17 8:15,10.5,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2014-06-13 8:25,10.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2015-06-11 8:35,12.7,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2013-06-13 8:35,2.6,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2016-06-22 8:25,11.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2011-06-15 7:40,13.4,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2009-06-18 8:11,7.6,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2017-06-16 8:36,9,Broken,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2007-07-01 9:40,14.4,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2008-06-16 8:32,7.3,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2010-06-17 8:15,10.5,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2014-06-13 8:25,10.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2015-06-11 8:35,12.7,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2013-06-13 8:35,2.6,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2016-06-22 8:25,11.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2011-06-15 7:40,13.4,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2009-06-18 8:11,7.6,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2017-06-16 8:36,9,Broken,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2007-07-01 9:40,14.4,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2008-06-16 8:32,7.3,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2010-06-17 8:15,10.5,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2014-06-13 8:25,10.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2015-06-11 8:35,12.7,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2013-06-13 8:35,2.6,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2016-06-22 8:25,11.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2011-06-15 7:40,13.4,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2009-06-18 8:11,7.6,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2017-06-16 8:36,9,Broken,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2007-07-01 9:40,14.4,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2008-06-16 8:32,7.3,Scattered,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2010-06-17 8:15,10.5,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2014-06-13 8:25,10.8,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2015-06-11 8:35,12.7,overcast,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2013-06-13 8:35,2.6,Clear,0,10,
JNP,Sunwapta Falls,10,Lower Subalpine,11N,456104,5817512,1349,2016-06-22 8:25,11.8,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2017-06-16 5:23,9.2,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2009-06-18 5:07,7.2,Clear,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2014-06-13 5:27,10.8,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2007-07-01 6:09,6.5,Scattered,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2015-06-11 5:17,9.4,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2013-06-13 5:25,1,Clear,2.1,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2016-06-22 5:10,7.1,overcast,2.2,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2008-06-16 5:12,9.8,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2011-06-15 4:43,10.5,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2010-06-17 5:14,6.7,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2017-06-16 5:23,9.2,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2009-06-18 5:07,7.2,Clear,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2014-06-13 5:27,10.8,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2007-07-01 6:09,6.5,Scattered,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2015-06-11 5:17,9.4,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2013-06-13 5:25,1,Clear,2.1,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2016-06-22 5:10,7.1,overcast,2.2,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2008-06-16 5:12,9.8,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2011-06-15 4:43,10.5,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2010-06-17 5:14,6.7,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2017-06-16 5:23,9.2,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2009-06-18 5:07,7.2,Clear,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2014-06-13 5:27,10.8,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2007-07-01 6:09,6.5,Scattered,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2015-06-11 5:17,9.4,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2013-06-13 5:25,1,Clear,2.1,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2016-06-22 5:10,7.1,overcast,2.2,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2008-06-16 5:12,9.8,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2011-06-15 4:43,10.5,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2010-06-17 5:14,6.7,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2017-06-16 5:23,9.2,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2009-06-18 5:07,7.2,Clear,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2014-06-13 5:27,10.8,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2007-07-01 6:09,6.5,Scattered,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2015-06-11 5:17,9.4,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2013-06-13 5:25,1,Clear,2.1,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2016-06-22 5:10,7.1,overcast,2.2,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2008-06-16 5:12,9.8,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2011-06-15 4:43,10.5,overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2010-06-17 5:14,6.7,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2017-06-16 5:23,9.2,Overcast,0,10,
JNP,Sunwapta Falls,2,Lower Subalpine,11N,456448,5819813,1399,2009-06-18 5:07,7.2,Clear,0,10,
