Recording Transcription Identification,Measure Identification,Year,Date,Recording Start Time,Recording Station Identification,Route Name,Route Identification,Station,UTM Zone,UTM Easting,UTM Northing,Observer,Cloud Cover (%),Wind Speed (Beaufort Scale),Temperature (°C),Background Noise Level,Transcriber,American Ornithologists' Union Species Code,Number of Birds Detected From 0 - 3 Minutes,Number of Birds Detected From 3 - 5 Minutes,Number of Birds Detected From 5 - 10 Minutes,Call Detected During Bird Fly Over,Vegetation Community,Observer Comments,Transcriber Comments,Comments
002.wav
Rain drops",
2756,PANP-04-03-2007-1,2007,22/06/2007,4:59,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,Moderate,2,TEWA,2,0,0,FALSE,MW,,"Noise- 3
002.wav
Rain drops",
2757,PANP-04-03-2007-1,2007,22/06/2007,4:59,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,Moderate,2,BRCR,1,0,0,FALSE,MW,,"Noise- 3
002.wav
Rain drops",
2758,PANP-04-03-2007-1,2007,22/06/2007,4:59,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,Moderate,2,PIWO,0,0,1,FALSE,MW,,"Noise- 3
002.wav
Rain drops",
2759,PANP-04-03-2007-1,2007,22/06/2007,4:59,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,Moderate,2,BAWW,1,0,0,FALSE,MW,,"Noise- 3
002.wav
Rain drops",
2760,PANP-04-03-2007-1,2007,22/06/2007,4:59,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,Moderate,2,OVEN,1,0,0,FALSE,MW,,"Noise- 3
002.wav
Rain drops",
2761,PANP-04-03-2007-1,2007,22/06/2007,4:59,PANP-04-03,Crean Lake Road,4,3,13U,423857,5982654,,,,,Moderate,2,CEDW,0,1,0,FALSE,MW,,"Noise- 3
002.wav
Rain drops",
2762,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,REVI,2,0,1,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2763,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,WTSP,2,0,0,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2764,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,OVEN,1,0,1,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2765,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,YRWA,1,0,0,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2766,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,CHSP,1,0,0,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2767,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,MAWA,0,1,0,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2768,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,CMWA,1,0,0,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2769,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,TEWA,2,0,0,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2770,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,RCKI,1,0,0,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2771,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,AMCR,0,1,0,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2772,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,COLO,1,0,0,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2773,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,MOWA,0,0,1,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2774,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,RNGR,0,0,1,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2775,PANP-04-04-2007-1,2007,22/06/2007,5:27,PANP-04-04,Crean Lake Road,4,4,13U,423803,5983346,,,,,Light,2,RBNU,0,0,1,FALSE,,,"Noise- 2
003.wav
On road
Red Squirrel",
2776,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,HETH,0,0,1,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2777,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,DOWO,1,0,0,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2778,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,PHVI,2,0,0,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2779,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,SWTH,1,0,0,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2780,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,RBNU,0,0,1,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2781,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,WTSP,2,0,0,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2782,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,MAWA,1,0,0,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2783,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,OVEN,1,0,1,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2784,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,TEWA,1,0,0,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2785,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,PISI,1,0,0,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2786,PANP-04-05-2007-1,2007,22/06/2007,5:52,PANP-04-05,Crean Lake Road,4,5,13U,423669,5983746,,,,,Light,2,YBSA,0,0,1,FALSE,,,"Noise- 2
004.wav
On road
EK-""suspect different site from last years monitoring due to different veg classification"".",
2787,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,AMRO,1,1,0,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2788,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,OVEN,2,0,0,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2789,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,BOCH,1,0,0,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2790,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,TEWA,1,0,0,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2791,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,MAWA,1,0,0,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2792,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,RBNU,0,0,1,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2793,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,BAWW,1,0,0,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2794,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,AMCR,1,0,0,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2795,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,CMWA,0,0,1,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2796,PANP-04-06-2007-1,2007,22/06/2007,6:13,PANP-04-06,Crean Lake Road,4,6,13U,423478,5984029,,,,,Moderate,2,WIWR,1,0,0,FALSE,,,"Noise- 3
005.wav
On road
Rain drops",
2797,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,YBSA,0,0,1,FALSE,MW,,"Noise- 2
006.wav
On road",
2798,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,WTSP,1,0,0,FALSE,MW,,"Noise- 2
006.wav
On road",
2799,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,CHSP,1,0,1,FALSE,MW,,"Noise- 2
006.wav
On road",
2800,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,OVEN,2,0,0,FALSE,MW,,"Noise- 2
006.wav
On road",
2801,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,CMWA,0,0,1,FALSE,MW,,"Noise- 2
006.wav
On road",
2802,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,BRCR,1,1,0,FALSE,MW,,"Noise- 2
006.wav
On road",
2803,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,YWAR,0,1,0,FALSE,MW,,"Noise- 2
006.wav
On road",
2804,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,BHVI,1,0,0,FALSE,MW,,"Noise- 2
006.wav
On road",
2805,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,SWTH,1,0,1,FALSE,MW,,"Noise- 2
006.wav
On road",
2806,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,TEWA,2,0,0,FALSE,MW,,"Noise- 2
006.wav
On road",
2807,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,RBNU,0,0,1,FALSE,MW,,"Noise- 2
006.wav
On road",
2808,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,CAWA,1,0,0,FALSE,MW,,"Noise- 2
006.wav
On road",
2809,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,RNGR,0,0,1,FALSE,MW,,"Noise- 2
006.wav
On road",
2810,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,YRWA,0,0,1,FALSE,MW,,"Noise- 2
006.wav
On road",
2811,PANP-04-07-2007-1,2007,22/06/2007,6:39,PANP-04-07,Crean Lake Road,4,7,13U,423252,5984359,,,,,Light,2,COLO,0,1,0,FALSE,MW,,"Noise- 2
006.wav
On road",
2546,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,OVEN,1,0,1,FALSE,MW,,"Noise- 2
007.wav
On road",
2547,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,BBWA,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2548,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,WWCR,0,0,2,TRUE,MW,,"Noise- 2
007.wav
On road",
2549,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,DEJU,0,0,1,FALSE,MW,,"Noise- 2
007.wav
On road",
2550,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,AMRE,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2551,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,TEWA,2,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2552,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,AMRO,0,0,1,FALSE,MW,,"Noise- 2
007.wav
On road",
2553,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,CHSP,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2554,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,YRWA,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2555,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,CORA,0,0,1,FALSE,MW,,"Noise- 2
007.wav
On road",
2556,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,BRCR,0,0,1,FALSE,MW,,"Noise- 2
007.wav
On road",
2557,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,RBNU,0,0,1,FALSE,MW,,"Noise- 2
007.wav
On road",
2558,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,PIWO,0,0,1,FALSE,MW,,"Noise- 2
007.wav
On road",
2812,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,WIWR,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2813,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,RBNU,1,1,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2814,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,SWTH,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2815,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,COLO,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2816,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,PISI,0,0,1,FALSE,MW,,"Noise- 2
007.wav
On road",
2817,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,OVEN,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2818,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,CHSP,0,0,1,FALSE,MW,,"Noise- 2
007.wav
On road",
2819,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,MAWA,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2820,PANP-04-08-2007-1,2007,22/06/2007,7:03,PANP-04-08,Crean Lake Road,4,8,13U,422970,5984680,,,,,Light,2,WTSP,1,0,0,FALSE,MW,,"Noise- 2
007.wav
On road",
2559,PANP-04-09-2007-1,2007,22/06/2007,7:29,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Heavy,2,BBWA,1,0,0,FALSE,MW,,"Noise- 4
008.wav
On road
Wind- ~4",
2560,PANP-04-09-2007-1,2007,22/06/2007,7:29,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Heavy,2,COLO,1,0,0,FALSE,MW,,"Noise- 4
008.wav
On road
Wind- ~4",
2561,PANP-04-09-2007-1,2007,22/06/2007,7:29,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Heavy,2,BLBW,0,0,1,FALSE,MW,,"Noise- 4
008.wav
On road
Wind- ~4",
2562,PANP-04-09-2007-1,2007,22/06/2007,7:29,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Heavy,2,TEWA,2,0,0,FALSE,MW,,"Noise- 4
008.wav
On road
Wind- ~4",
2563,PANP-04-09-2007-1,2007,22/06/2007,7:29,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Heavy,2,MAWA,1,1,0,FALSE,MW,,"Noise- 4
008.wav
On road
Wind- ~4",
2564,PANP-04-09-2007-1,2007,22/06/2007,7:29,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Heavy,2,OVEN,1,0,0,FALSE,MW,,"Noise- 4
008.wav
On road
Wind- ~4",
2565,PANP-04-09-2007-1,2007,22/06/2007,7:29,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Heavy,2,SWTH,2,0,0,FALSE,MW,,"Noise- 4
008.wav
On road
Wind- ~4",
2566,PANP-04-09-2007-1,2007,22/06/2007,7:29,PANP-04-09,Crean Lake Road,4,9,13U,422631,5984982,,,,,Heavy,2,REVI,1,0,0,FALSE,MW,,"Noise- 4
008.wav
On road
Wind- ~4",
2567,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,AMRE,1,0,0,FALSE,MW,,"Noise- 3
009.wav",
2568,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,OVEN,1,0,1,FALSE,MW,,"Noise- 3
009.wav",
2569,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,BBWA,1,0,0,FALSE,MW,,"Noise- 3
009.wav",
2570,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,WWCR,0,0,2,TRUE,MW,,"Noise- 3
009.wav",
2571,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,DEJU,0,0,1,FALSE,MW,,"Noise- 3
009.wav",
2572,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,TEWA,1,1,0,FALSE,MW,,"Noise- 3
009.wav",
2573,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,AMRO,0,0,1,FALSE,MW,,"Noise- 3
009.wav",
2574,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,CHSP,1,0,0,FALSE,MW,,"Noise- 3
009.wav",
2575,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,YRWA,1,0,0,FALSE,MW,,"Noise- 3
009.wav",
2576,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,CORA,0,0,1,FALSE,MW,,"Noise- 3
009.wav",
2577,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,BRCR,0,0,1,FALSE,MW,,"Noise- 3
009.wav",
2578,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,PIWO,0,0,1,FALSE,MW,,"Noise- 3
009.wav",
2579,PANP-04-10-2007-1,2007,22/06/2007,7:53,PANP-04-10,Crean Lake Road,4,10,13U,422237,5985162,,,,,Moderate,2,RBNU,0,0,1,FALSE,MW,,"Noise- 3
009.wav",
2580,PANP-04-11-2007-1,2007,22/06/2007,8:17,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,2,WIWR,1,0,0,FALSE,MW,,"Noise- 3, 5 by end of recording
010.wav
On road",
2581,PANP-04-11-2007-1,2007,22/06/2007,8:17,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,2,OVEN,2,0,0,FALSE,MW,,"Noise- 3, 5 by end of recording
010.wav
On road",
2582,PANP-04-11-2007-1,2007,22/06/2007,8:17,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,2,WWCR,0,0,2,TRUE,MW,,"Noise- 3, 5 by end of recording
010.wav
On road",
2583,PANP-04-11-2007-1,2007,22/06/2007,8:17,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,2,TEWA,1,1,0,FALSE,MW,,"Noise- 3, 5 by end of recording
010.wav
On road",
2584,PANP-04-11-2007-1,2007,22/06/2007,8:17,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,2,YRWA,1,0,0,FALSE,MW,,"Noise- 3, 5 by end of recording
010.wav
On road",
2585,PANP-04-11-2007-1,2007,22/06/2007,8:17,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,2,AMRE,1,0,0,FALSE,MW,,"Noise- 3, 5 by end of recording
010.wav
On road",
2586,PANP-04-11-2007-1,2007,22/06/2007,8:17,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,2,RBNU,1,0,0,FALSE,MW,,"Noise- 3, 5 by end of recording
010.wav
On road",
2587,PANP-04-11-2007-1,2007,22/06/2007,8:17,PANP-04-11,Crean Lake Road,4,11,13U,421853,5985166,,,,,Moderate,2,SWTH,1,0,0,FALSE,MW,,"Noise- 3, 5 by end of recording
010.wav
On road",
2588,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,WIWR,1,0,0,FALSE,MW,,"Noise- 3
On road.
011.wav",
2589,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,WTSP,1,0,1,FALSE,MW,,"Noise- 3
On road.
011.wav",
2590,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,CHSP,2,0,0,FALSE,MW,,"Noise- 3
On road.
011.wav",
2591,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,RBNU,1,1,0,FALSE,MW,,"Noise- 3
On road.
011.wav",
2592,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,TEWA,1,1,0,FALSE,MW,,"Noise- 3
On road.
011.wav",
2593,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,BAWW,0,0,1,FALSE,MW,,"Noise- 3
On road.
011.wav",
2594,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,AMRO,2,0,0,FALSE,MW,,"Noise- 3
On road.
011.wav",
2595,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,SWTH,1,0,0,FALSE,MW,,"Noise- 3
On road.
011.wav",
2596,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,BHVI,1,0,0,FALSE,MW,,"Noise- 3
On road.
011.wav",
2597,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,MAWA,1,0,0,FALSE,MW,,"Noise- 3
On road.
011.wav",
2598,PANP-04-12-2007-1,2007,22/06/2007,8:44,PANP-04-12,Crean Lake Road,4,12,13U,421452,5985132,,,,,Moderate,2,AMRE,1,0,0,FALSE,MW,,"Noise- 3
On road.
011.wav",
2821,PANP-04-13-2007-1,2007,22/06/2007,4:19,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,2,CHSP,1,0,0,FALSE,MW,,"Noise- 2
000.wav",
2822,PANP-04-13-2007-1,2007,22/06/2007,4:19,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,2,WIWR,1,0,0,FALSE,MW,,"Noise- 2
000.wav",
2823,PANP-04-13-2007-1,2007,22/06/2007,4:19,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,2,WTSP,2,0,0,FALSE,MW,,"Noise- 2
000.wav",
2824,PANP-04-13-2007-1,2007,22/06/2007,4:19,PANP-04-13,Crean Lake Road,4,13,13U,421050,5985253,,,,,Light,2,TEWA,2,0,0,FALSE,MW,,"Noise- 2
000.wav",
